Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Mean Girls,2004,Mark Waters,"['Lindsay Lohan', 'Rachel McAdams', 'Lizzy Caplan', 'Lacey Chabert', 'Amanda Seyfried', 'Daniel Franzese', 'Jonathan Bennett', 'Rajiv Surendra', 'Tim Meadows', 'Tina Fey', 'Ana Gasteyer', 'Neil Flynn', 'Amy Poehler', 'Ky Pham', 'Dwayne Hill', 'Diego Klattenhoff', 'Alexandra Stapley', 'Laura de Carteret', 'Molly Shanahan', 'Elana Shilling', 'Graham Kartna', 'Ely Henry', 'David Aherne', 'Ayo Agbonkpolo', 'Jonathan Malen', 'Jeff Moser', 'Danielle Nguyen', 'Miranda Edwards', 'Les Porter', 'Eve Crawford', 'Jack Newman', 'Michelyn Emelle', 'Bathsheba Garnett', 'Daniel DeSanto', 'Alisha Morrison', 'Chris Anton', 'Jan Caruana', 'Wai Choy', 'Julia Chantrey', 'Jacky Chamberlain', 'Olympia Lukis', 'Stefanie Drummond', 'Kristen Bone', 'Jessie Wright', 'Tyson Fennell', 'Stephan Dickson', 'Andreja Punkris', 'Noelle Boggio', 'Jordan Dawe', 'Nicole Crimi', 'Erin Norah Thompson', 'Dan Willmott', 'Michelle Hoffman', 'Valerie Casault', 'Sharron Matthews', 'Bruce Hunter', 'Jo Chim', 'Randi Lee Butcher', 'Erin Jarvis', 'Kaylen Christensen', 'Jill Morrison', 'David Sazant', 'Clare Preuss', 'Megan Millington', 'Tara Shelley', 'Shannon Todd', 'David Reale', 'Krysta Carter']",3.82,nan,['Comedy'],97,"['Canada', 'USA']",English,"['English', 'Swahili', 'German', 'Vietnamese']","['Broadway Video', 'Paramount', 'M.G. Films']",2066891,168429,614537,17000,2193,6116,4998,28527,32562,168880,165333,343579,91018,284034,1127240,https://letterboxd.com/film/mean-girls/
Monster,2023,Hirokazu Kore-eda,"['Sakura Ando', 'Eita Nagayama', 'Soya Kurokawa', 'Hinata Hiiragi', 'Yûko Tanaka', 'Mitsuki Takahata', 'Akihiro Kakuta', 'Shidô Nakamura', 'Ryu Morioka', 'Daisuke Kuroda']",4.29,nan,"['Thriller', 'Drama']",125,['Japan'],Japanese,['Japanese'],"['TOHO', 'Fuji Television Network', 'AOI Pro.', 'BUN-BUKU', 'GAGA Corporation']",117490,38439,57838,5100,87,178,157,668,1092,4369,8997,27143,22563,36434,101688,https://letterboxd.com/film/monster-2023/
Godzilla Minus One,2023,Takashi Yamazaki,"['Ryunosuke Kamiki', 'Hidetaka Yoshioka', 'Minami Hamabe', 'Kuranosuke Sasaki', 'Yuki Yamada', 'Saki Nakatani', 'Munetaka Aoki', 'Sakura Ando', 'Mio Tanaka', 'Yuya Endo', 'Kisuke Iida']",4.18,nan,"['Horror', 'Science Fiction', 'Action']",125,['Japan'],Japanese,"['Japanese', 'English']","['TOHO', 'TOHO Studios', 'Robot Communications']",295917,102175,140779,4300,219,477,500,1978,3421,13502,28544,80198,65421,69727,263987,https://letterboxd.com/film/godzilla-minus-one/
Argylle,2024,Matthew Vaughn,"['Bryce Dallas Howard', 'Sam Rockwell', 'Bryan Cranston', ""Catherine O'Hara"", 'Henry Cavill', 'Dua Lipa', 'Ariana DeBose', 'Samuel L. Jackson', 'John Cena', 'Chip', 'Sofia Boutella', 'Richard E. Grant', 'Stanley Morgan', 'Daniel Singh', 'Jason Fuchs', 'Tomás Paredes', 'Bobby Holland Hanton', 'Greg Townley', 'Alaa Habib', 'Clementine Vaughn', 'Raagni Sharma', 'Jing Lusi', 'Kandy Rohmann', 'Fiona Marr', 'Diljohn Singh', 'Emmett Scanlan', 'Joyce Kaminski', 'Mark Bernard', 'Tomiwa Edun', 'Rob Delaney', 'Annabella King', 'Liam Lau Fernandez', 'Andrew Barrett', 'Ali Ariaie', 'Abe Jarman', 'Sam Vincenti', 'David Bedella', 'Anthony Kaye', 'Amra Mallassi', 'Louis Partridge', 'Ben Daniels']",2.49,nan,"['Action', 'Crime', 'Comedy']",139,"['UK', 'USA']",English,['English'],"['Marv', 'Apple Studios', 'Cloudy Productions']",58568,20147,10699,68,1868,3912,4433,9074,8873,10790,6412,4540,1044,1647,52593,https://letterboxd.com/film/argylle/
Self Reliance,2023,Jake Johnson,"['Jake Johnson', 'Anna Kendrick', 'Natalie Morales', 'Andy Samberg', 'Mary Holland', 'Emily Hampshire', 'Nancy Lenehan', 'Daryl J. Johnson', 'Miriam Flynn', 'Boban Marjanović', 'Biff Wiff', 'Eduardo Franco', 'Jeff Kober', 'Christopher Lloyd', 'Theo Wilson', 'Bjorn Johnson', 'John Hans Tester', 'Eric Edelstein', 'Ely Henry', 'Juan Carlos Jiménez', 'Ilia Volok', 'GaTa', 'Steven Littles', 'Tamra Brown', 'John Ponzio', 'Karen Maruyama', 'Sky Elobar', 'Gloria Sandoval', 'Makini Manu', 'Thomas Vu', 'Wayne Brady']",2.95,nan,"['Thriller', 'Comedy']",91,['USA'],English,['English'],"['The Lonely Island', 'Walcott Productions', 'MRC', 'Clown Show']",55832,10340,11683,29,124,620,956,4234,7792,17019,10109,5323,796,952,47925,https://letterboxd.com/film/self-reliance/
Fallen Leaves,2023,Aki Kaurismäki,"['Alma Pöysti', 'Jussi Vatanen', 'Janne Hyytiäinen', 'Nuppu Koivu', 'Alina Tomnikov', 'Martti Suosalo', 'Matti Onnismaa', 'Sakari Kuosmanen', 'Simon Al-Bazoon', 'Maria Heiskanen', 'Sherwan Haji', 'Karar Al-Bazoon', 'Mia Snellman', 'Eero Ritala', 'Mikko Mykkänen', 'Aapo Penttilä', 'Mitja Tuurala', 'Sami Muttilainen', 'Leo Laitinen', 'Jaakko Ranta', 'Heikki Rautiainen', 'Viljami Penttilä', 'Jari Tuomola', 'Lauri Untamo', 'Erkki Astala', 'Timo Malmi', 'Jukka Salmi', 'Jaska Väre', 'Misha Jaari', 'Olli Varja', 'Jukka Rautiainen', 'Paula Oinonen', 'Kaisa Karjalainen', 'Anna Karjalainen', 'Toni Buckman', 'Mika Nikander', 'Evi Salmelin', 'Alma-koira', 'Juho Kuosmanen', 'Eeva-Riitta Salmelin']",3.82,nan,"['Romance', 'Drama', 'Comedy']",81,"['Finland', 'Germany']",Finnish,"['Finnish', 'Arabic']","['Sputnik', 'Bufo', 'Pandora Film']",113658,36677,40265,643,164,467,449,2025,3271,11806,20422,33728,11055,8581,91968,https://letterboxd.com/film/fallen-leaves-2023/
The Hunger Games: The Ballad of Songbirds & Snakes,2023,Francis Lawrence,"['Tom Blyth', 'Rachel Zegler', 'Peter Dinklage', 'Jason Schwartzman', 'Hunter Schafer', 'Josh Andrés Rivera', 'Viola Davis', 'Dexter Sol Ansell', 'Rosa Gotzler', 'Clemens Schick', 'Fionnula Flanagan', 'Ashley Liao', 'Athena Strates', 'Joshua Kantara', 'Amélie Hoeferle', 'Kaitlyn Akinpelumi', 'Florian Burgkart', 'Ayomide Adegun', 'Aaron Finn Schultz', 'Max Raphael', 'Mekyas Mulugeta', 'Emma Frieda Brüggler', 'Yalany Marschner', 'Serena Oexle', 'Anni Baumann', 'Flora Thiemann', 'Zoë Renee', 'Seyna Sylla', 'Lilly Cooper', 'Aamer Husain', 'Aminata Lucia Yade Toscano', 'Daniela Grubert', 'Michael Greco', 'Levi Strasser', 'Chieloka Jairus', 'Tim Torok', 'Varvara Kanellakopoulou', 'Jerome Lance', 'Mackenzie Lansing', 'Cooper Dillon', 'Hiroki Berrecloth', 'Irene Böhm', 'Knox Gibson', 'Sofia Sanchez', 'Luna Kuse', 'Kjell Brutscheidt', 'Dimitri Abold', 'Luna Steeples', 'Nick Benson', 'Marc Aden Gray', 'Isobel Jesper Jones', 'Dakota Shapiro', 'Vaughan Reilly', 'Honor Gillies', 'Eike Onyambu', 'Cameron MacConomy', 'Ghaith Saleh', 'Riley Chung', 'Denise Hansen', 'Scott Folan', 'Burn Gorman', 'Raphael Zari', 'Mona Vojacek Koper', 'Carl Spencer', 'Konstantin Taffet', 'George Somner', 'Steven McMichael', 'Donald Sutherland']",3.62,nan,"['Science Fiction', 'Drama', 'Action']",157,['USA'],English,['English'],"['Lionsgate', 'Color Force', 'about:blank']",808005,109610,273763,4200,2345,5448,5768,22790,32370,100571,130848,206028,77001,115685,698854,https://letterboxd.com/film/the-hunger-games-the-ballad-of-songbirds-snakes/
Talk to Me,2022,"Michael Philippou, Danny Philippou","['Sophie Wilde', 'Alexandra Jensen', 'Joe Bird', 'Otis Dhanji', 'Miranda Otto', 'Zoe Terakes', 'Chris Alosio', 'Marcus Johnson', 'Alexandria Steffensen', 'Ari McCarthy', 'Sunny Johnson', 'James Oliver', 'Cass Cumerford', 'Jett Gazley', 'Kitt Erhart-Bruce', 'Hamish Phillips', 'Kidaan Zelleke', 'Sarah Brokensha', 'Jayden Davison', 'Jodie Dry', 'Frances Cassar', 'Kelly Butler', 'Ava Stenta', 'Harli Ames', 'Leeanna Walsman', 'Kerry Reid', 'Robin Northover', 'Jacek Koman', 'Helene Philippou', 'Jude Turner', 'Zac Scott', 'Jess Kuss', 'David Roberts', 'Demi Van Kasteren', 'Pia Gillings', 'Oscar Wangel', 'Courtlan Gordan', 'Louisa Giameos', ""Jem O'Callaghan"", 'Joe Romeo', 'Alex Noel McCarthy', 'Charlie Morkunas', 'Patricia Haycock', 'Murray Haycock', 'Catherine Purling', 'Nicola Thiele', 'David Simmons', 'Joseph House Baker', 'Alice Scheid', 'Anita Kimber', 'Ben Bullock', 'Brian Godfrey', 'Cooper Duncan', 'Daniel Pitt', 'Danielle Ruggiero-Prior', 'Dylan Warren', 'Emily Fogg', 'Emily Gun', 'Jason Moore', 'Jessica Homewood', 'Kate Portus', 'Lelum Rathnayake', 'Matt Goldwyn', 'Michael Gilmore', 'Philip Maynard', 'Sarah Baber', 'Saravjit Singh', 'Shadrack Kamau', 'Thomas Gardner', 'Mark Duncan', 'Ella Fenwick', 'Michael Harpas', 'Nikolas Gelios', 'Alex Philippou', 'Con Lipapis', 'Con Patelias', 'Louis Vavaroutsos', 'Uncle Mars', 'Nick Lipapis']",3.58,nan,"['Horror', 'Thriller']",95,"['Australia', 'UK']",English,"['English', 'Greek (modern)']","['Causeway Films', 'Metrol Technology', 'Screen Australia', 'South Australian Film Corporation', 'Bankside Films', 'Head Gear Films', 'Adelaide Film Festival Investment Fund']",731762,146982,224868,2000,2456,5188,5119,20750,29868,100863,143483,209370,61656,55455,634208,https://letterboxd.com/film/talk-to-me-2022/
Leave the World Behind,2023,Sam Esmail,"['Julia Roberts', 'Mahershala Ali', 'Ethan Hawke', 'Myha’la Herrold', 'Farrah Mackenzie', 'Charlie Evans', 'Kevin Bacon', 'Vanessa Aspillaga', 'Orli Gottesman', 'Alexis Rae Forlenza', 'Josh Drennen', 'Erica Cho', 'Pavel Frolov', 'Jesse King', 'Kevin Kenny', 'Stephanie Groves', 'Sam Esmail', 'Heather Lee']",2.87,nan,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']",141,['USA'],English,"['English', 'Spanish']","['Esmail Corp', 'Red Om Films', 'Higher Ground']",523146,56703,86209,175,8313,17510,16001,54546,59504,119873,79997,66479,12149,13444,447816,https://letterboxd.com/film/leave-the-world-behind-2023/
Whiplash,2014,Damien Chazelle,"['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell', 'Chris Mulkey', 'Nate Lang', 'Charlie Ian', 'Jayson Blair', 'Kavita Patil', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Kofi Siriboe', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.', 'Adrian Burks', 'Joseph Bruno', 'Michael D. Cohen', 'Jocelyn Ayanna', 'Keenan Henson', 'Janet Hoskins', 'April Grace', ""Clifton 'Fou Fou' Eddie"", 'Calvin C. Winbush', 'Marcus Henderson', 'Tony Baker', 'Henry G. Sanders', 'Sam Campisi', 'Jimmie Kirkpatrick', 'Keenan Allen', 'Ayinde Vaughan', 'Shai Golan', 'Yancey Wells', 'Candace Roberge', 'Krista Kilber', 'Stephen Hsu', 'Herman Johansen', 'Wendee Lee', 'Joseph Oliveira', 'Michelle Ruff', 'Daniel Weidlein']",4.43,nan,"['Drama', 'Music']",107,['USA'],English,['English'],"['Bold Films', 'Blumhouse Productions', 'Right of Way Films']",2572625,343736,1206090,98000,1994,4727,2332,15238,13154,89536,110815,461337,351154,806357,1856644,https://letterboxd.com/film/whiplash-2014/
Lift,2024,F. Gary Gray,"['Kevin Hart', 'Gugu Mbatha-Raw', 'Sam Worthington', ""Vincent D'Onofrio"", 'Úrsula Corberó', 'Billy Magnussen', 'Kim Yun-jee', 'Viveik Kalra', 'Jean Reno', 'Burn Gorman', 'Paul Anderson', 'Jacob Batalon', 'David Proud', 'Oli Green', 'Ross Anderson', 'Stefano Skalkotos', 'Martina Avogadri', 'Jess Liaudin', 'Caroline Loncq', 'Alessandro Quattro', 'Marta Lunè', 'Martina Vanin', 'Edward Bellemo', 'Nadira Tudor', 'Polly Middlehurst', 'Michael Absalom', 'Andrew Wilson', 'Morgan Cranton-Jones', 'Eva Hein West', 'Jordan Coombes', 'Gerard Monaco', 'Roy McCrerey', 'Erol Ismail', 'Gordon Alexander', 'Russ Bain', 'Eman Kazemi', 'Amit Dhut', 'Mark Hampton', 'Gary Fannin', 'Francesco Garritani', 'Vittorio Verdirosi']",2.06,nan,"['Comedy', 'Crime', 'Action']",106,['USA'],English,"['English', 'Spanish', 'Italian']","['Genre Films', '6th & Idaho', 'HartBeat Productions']",46738,8117,4686,13,1995,4499,5118,8848,6269,7152,2707,2412,399,947,40346,https://letterboxd.com/film/lift-2024/
The Favourite,2018,Yorgos Lanthimos,"['Olivia Colman', 'Emma Stone', 'Rachel Weisz', 'Nicholas Hoult', 'Joe Alwyn', 'Mark Gatiss', 'James Smith', 'Jenny Rainsford', 'Emma Delves', 'Faye Daveney', 'Paul Swaine', 'Jennifer White', 'Lilly-Rose Stevens', 'Denise Mack', 'Willem Dalby', 'Edward Aczel', 'Carolyn Saint-Pé', 'John Locke', 'Everal Walsh', 'Timothy Innes', 'Basil Eidenbenz', 'James Melville', 'Declan Wyer', 'Anthony Dougall', 'Ben English', 'Peter Brookes', 'Wilson Mbomio', 'Gavin Henderson', 'Callum Lewin', 'Liam Fleming', 'Angela Hicks', 'Martin Pemberton', 'Luca Wiseman', 'James Perrin', 'Hana McDowell', 'Sam Kemp', 'Djordje Jovanovic', 'Alexis Bennett', 'Chris elms', 'Tim Ingall', 'Ethan Keaton', 'Keith Milner', 'Alfrun Rose', 'Keval Shah', 'Janette Sharpe', 'Luke Thallon', 'Jack Veal', 'Zenobia Voegele-Downing', 'Emily Vinnicombe', 'Hannah Morley', 'Poppy Lawless', 'Roisin Keogh', 'Elizabeth Ita', 'Errol Clayton', 'Antonia Castilla', 'Samuel Bossman', 'Paul Wingrove', 'Nathan Lang', 'Frank Gordon', 'Isaura Barbé-Brown', 'Phelim Kelly', 'Leigh Dent']",4.05,nan,"['Thriller', 'Drama', 'Comedy']",120,"['Ireland', 'UK', 'USA']",English,['English'],"['Waypoint Entertainment', 'Element Pictures', 'Scarlet Films', 'Film4 Productions', 'Fox Searchlight Pictures']",794163,159727,259093,6500,1005,2941,1914,10319,11080,52962,74683,194962,98447,99054,547367,https://letterboxd.com/film/the-favourite/
Spider-Man: Across the Spider-Verse,2023,"Joaquim Dos Santos, Justin K. Thompson","['Shameik Moore', 'Hailee Steinfeld', 'Jason Schwartzman', 'Oscar Isaac', 'Brian Tyree Henry', 'Luna Lauren Velez', 'Jake Johnson', 'Issa Rae', 'Karan Soni', 'Shea Whigham', 'Greta Lee', 'Amandla Stenberg', 'Jharrel Jerome', 'Andy Samberg', 'Jack Quaid', 'Rachel Dratch', 'Ziggy Marley', 'Jorma Taccone', 'Daniel Kaluuya', 'Mahershala Ali', 'J.K. Simmons', 'Donald Glover', 'Elizabeth Perkins', 'Kathryn Hahn', 'Ayo Edebiri', 'Nicole Delaney', 'Antonina Lentini', 'Atsuko Okatsuka', 'Peter Sohn', 'Melissa Sturm', 'Lorraine Velez', 'Nic Novicki', 'Taran Killam', 'Metro Boomin', 'Josh Keaton', 'Sofia Barclay', 'Danielle Perez', 'Yuri Lowenthal', 'Rita Rani Ahuja', 'Ismail Bashey', 'Oscar Camacho', 'Freddy Ferrari', 'Kerry Gutierrez', 'Kamal Khan', 'Angelo Sekou Kouyate', 'Andrew Leviton', 'David Michie', 'Sumit Naig', 'Juan Pacheco', 'Chrystee Pharris', 'Ben Pronsky', 'Al Rodrigo', 'Stan Sellers', 'Warren Sroka', 'Jasper Johannes Andrews', 'Gredel Berrios Calladine', 'Natalia Castellanos', 'Russell Tyre Francis', 'Deepti Gupta', 'Sohm Kapila', 'Pradnya Kuwadekar', 'Ashley London', 'Christopher Miller', 'Andrea Navedo', 'Lakshmi Patel', 'Jacqueline Pinol', 'Eliyas Qureshi', 'Lashana Rodriguez', 'Jaswant Dev Shrestha', 'Libby Thomas Dickey', 'Jason Linere-White', 'Sitara Attaie', 'Mayuri Bhandari', 'June Christopher', 'Michelle Jubilee Gonzalez', 'Marabina Jaimes', 'Rez Kempton', 'Lex Lang', 'Phil Lord', 'Richard Miro', 'Doug Nicholas', ""Shakira Ja'nai Paye"", 'James Pirri', 'Marley Ralph', 'Michelle Ruff', 'Dennis Singletary', 'Amanda Troop', 'Ruth Zalduondo', 'Kimberly Bailey', 'Sanjay Chandani', 'Melanie Duke', 'Jorge R. Gutierrez', 'Miguel Jiron', 'Deepti Kingra-Mickelsen', 'Luisa Leschin', 'Caitlin McKenna', 'Andrew Morgado', 'Arthur Ortiz', 'Eliana A. Perez', 'Juan Pope', 'Mike Rianda', 'Erika Scopelli', 'Narender Sood', 'Cedric L. Williams', 'Kimiko Glenn', 'Peggy Lu', 'Andrew Garfield', 'Denis Leary', 'Tobey Maguire', 'Cliff Robertson', 'Alfred Molina', 'Post Malone']",4.47,nan,"['Animation', 'Adventure', 'Science Fiction', 'Action']",140,['USA'],English,"['English', 'Hindi', 'Italian', 'Spanish']","['Columbia Pictures', 'Sony Pictures Animation', 'Lord Miller', 'Pascal Pictures', 'Arad Productions', 'Marvel Entertainment']",1832180,372587,937720,44000,1784,2681,1538,8925,10985,53196,83884,296274,321436,748204,1528907,https://letterboxd.com/film/spider-man-across-the-spider-verse/
Fight Club,1999,David Fincher,"['Edward Norton', 'Brad Pitt', 'Helena Bonham Carter', 'Meat Loaf', 'Jared Leto', 'Zach Grenier', 'Holt McCallany', 'Eion Bailey', 'Richmond Arquette', 'David Andrews', 'George Maguire', 'Eugenie Bondurant', 'Christina Cabot', ""Sydney 'Big Dawg' Colston"", 'Rachel Singer', 'Christie Cronenweth', 'Tim DeZarn', 'Ezra Buzzington', 'Dierdre Downing-Jackson', 'Bob Stephenson', 'Charlie Dell', 'Rob Lanza', 'David Lee Smith', 'Joel Bissonnette', 'Evan Mirand', 'Robby Robinson', 'Lou Beatty Jr.', 'Thom Gossom Jr.', 'Valerie Bickford', 'Peter Iacangelo', 'Carl Ciarfalio', 'Stuart Blumberg', 'Todd Peirce', 'Mark Fite', 'Matt Winston', 'Joon Kim', 'Bennie Moore', 'Lauren Sánchez', 'Pat McNamara', 'Tyrone R. Livingston', 'Owen Masterson', 'David Jean Thomas', 'Paul Carafotes', 'Christopher John Fields', 'Anderson Bourell', 'Scotch Ellis Loring', 'Michael Shamus Wiles', 'Andi Carnick', 'Ed Kowalczyk', 'Leonard Termo', 'Van Quattro', 'Markus Redmond', 'Michael Girardin', 'Michael Arturo', 'Greg Bronson', 'Matt Cinquanta', 'Paul Dillon', 'Eddie Hargitay', 'Phil Hawn', 'Bruce Holman', 'Jawara', 'Baron Jay', 'Jim Jenkins', 'Kevin Scott Mack', 'Trey Ore', 'Louis Ortiz', 'Hugh Peddy', 'J.T. Pontino', 'Chad Randau', 'Marcio Rosario', 'Gregory Silva', 'Brian Tochi', 'Michael Zagst', 'Marc Cinquanta', 'Summer Moore', 'Niall Binnion']",4.27,nan,['Drama'],139,"['Germany', 'USA']",English,['English'],"['Fox 2000 Pictures', 'Regency Enterprises', 'The Linson Company', '20th Century Fox', 'Taurus Film']",3314111,377471,1501321,99000,3087,8247,4048,27271,22627,150522,161161,619383,363634,862903,2222883,https://letterboxd.com/film/fight-club/
Ferrari,2023,Michael Mann,"['Adam Driver', 'Penélope Cruz', 'Shailene Woodley', 'Patrick Dempsey', ""Jack O'Connell"", 'Gabriel Leone', 'Giuseppe Festinese', 'Sarah Gadon', 'Michele Savoia', 'Valentina Bellè', 'Tommaso Basili', 'Andrea Dolente', 'Lino Musella', 'Brett Smrz', 'Massi Furlan', 'Peter Arpesella', 'Giuseppe Russo', 'Luca Della Valle', 'Andrea Bruschi', 'Giuseppe Bonifati', 'Agnese Brighittini', 'Samuel Hubinette', 'Leonardo Caimi', 'Gianfilippo Grasso', 'Alex Tonti', 'Daniela Piperno', 'Alessandro Cremona', 'Derek Hill', 'Jacopo Bruno', 'Domenico Fortunato', 'Damiano Neviani', 'Franca Abategiovanni', 'Marino Franchitti', 'Luciano Miele', ""Alessandra D'Elia"", 'Giuseppe Attanasio', 'Marco Maccieri', 'Andrea Fiorillo', 'Marc Gené', 'Jonathan Burteaux', 'Massimo Scola', 'Javier Cornelio Merida', 'Wyatt Carnel', 'Tommaso Paolucci', 'Alessio Cioni', 'Biagio Caruso', 'Maurizio Cardillo', 'Alice Zanini', 'Lulu Najafi', 'Uladzislava Keizereva', 'Edoardo Beraldi', 'Gabriel Noto', 'Alfredo Benedettini', 'Carlo Fei', 'Robert Steiner', 'Erik Haugen', 'Ben Collins', 'Daniele Carbone', 'Modesto Menabue', 'Massimo Bottura', 'Pietro Corradini', 'Andrea Volpetti', 'Francesco Gorga', 'Pietro Piccinini', 'Edoardo Golemi', 'Filippo Marchi']",3.27,nan,"['History', 'Drama']",131,"['Italy', 'UK', 'USA']",English,"['English', 'Italian']","['Forward Pass', 'Storyteller Productions', 'STXfilms', 'Ketchup Entertainment', 'Esme Grace Media', 'Cecchi Gori Pictures', 'Iervolino & Lady Bacardi Entertainment']",115354,44673,26648,149,404,1231,1664,6702,10237,24326,24347,22261,4870,2330,98372,https://letterboxd.com/film/ferrari-2023/
Napoleon,2023,Ridley Scott,"['Joaquin Phoenix', 'Vanessa Kirby', 'Tahar Rahim', 'Rupert Everett', 'Mark Bonnar', 'Paul Rhys', 'Ben Miles', 'Riana Duce', 'Ludivine Sagnier', 'Edouard Philipponnat', 'Miles Jupp', 'Scott Handy', 'Youssef Kerkour', 'John Hollingworth', 'Abubakar Salim', 'Thom Ashley', 'Jannis Niewöhner', 'Julian Rhind-Tutt', 'John Hodgkinson', 'Erin Ainsworth', 'Isabella Brownson', 'Benjamin Chivers', 'Sam Meakin', 'Sinéad Cusack', 'Harriet Bunton', 'Charlie Greenwood', 'Audrey Brisson-Jutras', 'Matthew Needham', 'Sam Crane', 'Sam Troughton', 'Edward Bennett', 'Julian Wadham', 'Catherine Walker', 'Honor Kneafsey', 'Alexander Shaw', 'Phil Cornwell', 'Harry Taurasi', 'Edward Mercieca', 'Arthur McBain', 'Andy Burse', 'Jonathan Rice', 'Emeric Bernard-Jones', 'Bay Bryan', 'Michael Twaits', ""Michael O'Connor"", 'Dominic Coleman', 'Ian McNeice', 'Richard McCabe', 'Tom Godwin', 'Gavin Spokes', 'Catherine Harvey', 'David Verrey', 'Benedict Martin', 'Edward Hogg', 'Ed Hughes', 'Jonathan Barnwell', 'Robin Soans', 'Abigail Weinstock', 'Bart Lambert', 'Joshua Leese', 'Nicholas Shaw', 'Anna Mawn', 'Imogen Slaughter', 'Mitchell Baggott', 'Ned Costello', 'John Mula', 'Kevin Eldon', 'Henry Morgan', 'Logan Truter', 'Saxon Fox', 'Richard Leeming', 'Billy Byers', 'Tim Faulkner', 'Peter Sandys-Clarke', 'Tim Delap', 'Charlie Barrett', 'Olivia Juno Cleverley', 'Sophie Wohlfeld', 'Cormac Hyde-Corrin', 'Hal Gavin', 'Michael Nardone', 'Chris Barltrop', 'Robert Goodman', 'Sophie Lund', 'Oliver Phillips', 'Morgan Watkins', 'Hannah Flynn', 'Ed Eales White', 'Jacob Marshfield']",3.01,nan,"['Drama', 'History', 'War', 'Action']",158,"['UK', 'USA']",English,"['English', 'French', 'German', 'Russian']","['Scott Free Productions', 'Apple Studios']",333796,78684,55661,157,2251,6051,7558,29820,42252,86636,64315,37986,6620,5423,288912,https://letterboxd.com/film/napoleon-2023/
Interstellar,2014,Christopher Nolan,"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Michael Caine', 'Bill Irwin', 'Ellen Burstyn', 'Mackenzie Foy', 'Casey Affleck', 'John Lithgow', 'Wes Bentley', 'David Gyasi', 'Matt Damon', 'Topher Grace', 'Timothée Chalamet', 'David Oyelowo', 'William Devane', 'Josh Stewart', 'Collette Wolfe', 'Leah Cairns', 'Russ Fega', 'Lena Georgas', 'Jeff Hephner', 'Elyes Gabel', 'Brooke Smith', 'Liam Dickinson', 'Francis X. McCarthy', 'Andrew Borba', 'Flora Nolan', 'Griffen Fraser', 'William Patrick Brown', 'Kristian Van der Heyden', 'Joseph Oliveira', 'Ryan Irving', 'Alexander Michael Helisek', 'Benjamin Hardy']",4.32,nan,"['Science Fiction', 'Drama', 'Adventure']",169,"['UK', 'USA']",English,['English'],"['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']",3077411,396702,1393225,161000,3753,9551,4933,32909,26265,142828,139689,456946,306449,970759,2094082,https://letterboxd.com/film/interstellar/
Everything Everywhere All at Once,2022,"Daniel Scheinert, Daniel Kwan","['Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan', 'James Hong', 'Jamie Lee Curtis', 'Tallie Medel', 'Jenny Slate', 'Harry Shum Jr.', 'Biff Wiff', 'Sunita Mani', 'Aaron Lazar', 'Brian Le', 'Andy Le', 'Neravana Cabral', 'Chelsey Goldsmith', 'Craig Henningsen', 'Anthony Molinari', 'Dan Brown', 'Anthony N.', 'Cara Marie Chooljian', 'Randall Archer', 'Efka Kvaraciejus', 'Peter Banifaz', 'Audrey Wasilewski', 'Li Jing', 'Dylan Henry Lau', 'Boon Pin Koh', 'Timothy Eulich', 'Daniel Scheinert', 'Michiko Nishiwaki', 'Jane Lui', 'Jason Hamer', 'Timothy Ralston', 'Hiroshi Yada', 'Randy Newman', 'Amanda MacLeod']",4.32,nan,"['Science Fiction', 'Action', 'Adventure']",140,['USA'],English,"['English', 'Cantonese', 'Chinese']","['A24', 'IAC Films', 'AGBO', 'Ley Line Entertainment', 'TPC', 'Year of the Rat']",2549318,455177,1299548,118000,8451,16782,8777,39292,32280,120872,129012,388082,321634,1006120,2071302,https://letterboxd.com/film/everything-everywhere-all-at-once/
