Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Mommy,2014,Xavier Dolan,"['Anne Dorval', 'Antoine Olivier Pilon', 'Suzanne Clément', 'Alexandre Goyette', 'Michèle Lituac', 'Viviane Pacal', 'Natalie Hamel-Roy', 'Isabelle Nélisse', 'Patrick Huard', 'Ted Pluviose', 'Pierre-Yves Cardinal', 'Reda Guerinik', 'Justin Laramée', 'Sabrina Bisson', 'Huguette Gervais', 'Vincent Fafard', 'Jean-Philippe Baril-Guérard', 'Dominic Desnoyers', 'Guenièvre Sandré', 'Isabeau Blanche', 'Catherine Brunet', 'Johanne Garneau', 'Michael Rudder', 'Robin-Joël Cool', 'Guillaume Laurin', 'Mathieu Dufresne', 'Stéphane Julien', 'Julie De Lafrenière', 'Sylvie Lemay', 'Danielle Lepine', 'Jeanne Roux-Coté', 'Rosalie Fortier', 'Steven Chevrin', 'Pierre-François Bouffard', 'Courtnee Rasmussen']",4.31,4.0,['Drama'],138,['Canada'],French,"['French', 'English']","['Metafilms', 'Sons of Manual']",238227,74015,95997,10000,426,757,655,2430,2706,10199,15119,43311,32968,54860,163431,https://letterboxd.com/film/mommy-2014/
The Wages of Fear,1953,Henri-Georges Clouzot,"['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli', 'Véra Clouzot', 'Antonio Centa', 'Luis De Lima', 'Jo Dest', 'Darío Moreno', 'William Tubbs', 'Darling Légitimus', 'Grégoire Gromoff', 'Joseph Palau-Fabre', 'François Valorbe', 'Pat Hurst']",4.31,4.0,"['Adventure', 'Thriller', 'Drama']",148,"['France', 'Italy']",French,"['French', 'English', 'Spanish', 'Italian', 'German']","['Compagnie Industrielle et Commerciale Cinématographique (CICC)', 'Véra Films', 'Fono Roma', 'Filmsonor']",53000,39269,16410,439,39,75,99,275,473,1902,3807,10436,9026,8679,34811,https://letterboxd.com/film/the-wages-of-fear/
Still Walking,2008,Hirokazu Kore-eda,"['Hiroshi Abe', 'Kirin Kiki', 'Yui Natsukawa', 'Yoshio Harada', 'YOU', 'Kazuya Takahashi', 'Hotaru Nomoto', 'Ryôga Hayashi', 'Shohei Tanaka', 'Susumu Terajima']",4.31,4.5,"['Drama', 'Family']",114,['Japan'],Japanese,['Japanese'],"['Eisei Gekijo', 'TV Man Union', 'Bandai Visual', 'Cinequanon', 'Engine Film Group']",51617,28808,19568,1200,14,53,45,217,388,1928,3968,11864,9030,8460,35967,https://letterboxd.com/film/still-walking/
Bicycle Thieves,1948,Vittorio De Sica,"['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell', 'Elena Altieri', 'Gino Saltamerenda', 'Giulio Chiari', 'Vittorio Antonucci', 'Michele Sakara', 'Carlo Jachino', 'Emma Druetti', 'Giulio Battiferri', 'Sergio Leone', 'Mario Meniconi', 'Checco Rissone', 'Peppino Spadaro', 'Nando Bruno', 'Eolo Capritti', 'Memmo Carotenuto', 'Umberto Spadaro', 'Fausto Guerzoni', 'Piero Heliczer', 'Massimo Randisi']",4.31,4.0,['Drama'],89,['Italy'],Italian,['Italian'],['Produzioni De Sica'],252598,89768,76884,2600,137,329,316,1493,2086,9803,16182,47210,32447,45332,155335,https://letterboxd.com/film/bicycle-thieves/
Taste of Cherry,1997,Abbas Kiarostami,"['Homayoun Ershadi', 'Abdolrahman Bagheri', 'Afshin Khorshid Bakhtiari', 'Safar Ali Moradi', 'Mir Hossein Noori', 'Elham Imani', 'Ahmad Ansari']",4.31,4.0,['Drama'],99,"['France', 'Iran']",Persian (Farsi),['Persian (Farsi)'],"['Kanoon', 'Abbas Kiarostami Productions', 'CiBy 2000']",134467,58498,52826,4600,164,361,321,1084,1464,5551,9766,27329,20628,27713,94381,https://letterboxd.com/film/taste-of-cherry/
Dog Day Afternoon,1975,Sidney Lumet,"['Al Pacino', 'John Cazale', 'Charles Durning', 'Chris Sarandon', 'James Broderick', 'William Bogert', 'Penelope Allen', 'Sully Boyar', 'Beulah Garrick', 'Carol Kane', 'Sandra Kazan', 'Marcia Jean Kurtz', 'Amy Levitt', 'John Marriott', 'Estelle Omens', 'Gary Springer', 'Carmine Foresta', 'Lance Henriksen', 'Floyd Levine', 'Dick Anthony Williams', 'Dominic Chianese', 'Marcia Haufrecht', 'Judith Malina', 'Susan Peretz', 'Ron Cummins', 'Jay Gerber', 'Philip Charles MacKenzie', 'Chu Chu Malave', 'Lionel Pina', 'Robert Costanzo', 'Ron Gilbert', 'Kenneth McMillan', 'Ed Metzger', 'Lynette Sheldon', 'Alan Berger', 'James Bulleit', 'Todd Everett', 'Raymond Serra', 'Tom Towles']",4.31,4.5,"['Crime', 'Drama', 'Thriller']",125,['USA'],English,['English'],"['Artists Entertainment Complex', 'Warner Bros. Pictures', 'Warner Bros.']",357125,100247,128241,6300,110,266,287,1475,2130,13033,25708,80297,58656,59970,241932,https://letterboxd.com/film/dog-day-afternoon/
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Stanley Kubrick,"['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn', 'Slim Pickens', 'Peter Bull', 'James Earl Jones', 'Tracy Reed', 'Jack Creley', 'Frank Berry', ""Robert O'Neil"", 'Glenn Beck', 'Roy Stephens', 'Shane Rimmer', 'Hal Galili', 'Paul Tamarin', 'Laurence Herder', 'John McCarthy', 'Gordon Tanner', 'Burnell Tucker', 'Victor Harrington']",4.31,4.0,"['Comedy', 'War', 'Drama']",95,"['UK', 'USA']",English,['English'],"['Columbia Pictures', 'Stanley Kubrick Productions', 'Hawk Films']",559699,158117,186402,9000,502,1214,897,4431,5148,23550,34569,97631,71005,108623,347570,https://letterboxd.com/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/
2001: A Space Odyssey,1968,Stanley Kubrick,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Douglas Rain', 'Daniel Richter', 'Leonard Rossiter', 'Margaret Tyzack', 'Robert Beatty', 'Sean Sullivan', 'Frank Miller', 'Ed Bishop', 'Edwina Carroll', 'Heather Downham', 'Penny Brahms', 'Maggie London', 'Chela Matthison', 'Judy Kiern', 'Alan Gifford', 'Ann Gillis', 'Vivian Kubrick', 'Kenneth Kendall', 'Kevin Scott', 'Martin Amor', 'Bill Weston', 'Glenn Beck', 'Mike Lovell', 'John Ashley', 'Jimmy Bell', 'David Charkham', 'Simon Davis', 'Jonathan Daw', 'Péter Delmár', 'Terry Duggan', 'David Fleetwood', 'Danny Grover', 'Brian Hawley', 'David Hines', 'Tony Jackson', 'John Jordan', 'Scott MacKee', 'Laurence Marchant', 'Darryl Paes', 'Joe Refalo', 'Andy Wallace', 'Bob Wilyman', 'Richard Woods', 'S. Newton Anderson', 'Sheraton Blount', 'Ann Bormann', 'Julie Croft', 'Penny Francis', 'Marcella Markham', 'Irena Marr', 'Krystyna Marr', 'Kim Neil', 'Jane Pearl', 'Penny Pearl', 'Burnell Tucker', 'John Swindells', 'John Clifford', 'Stanley Kubrick', 'Anthony Jackson', 'Frank W. Miller']",4.31,4.5,"['Adventure', 'Mystery', 'Science Fiction']",149,"['UK', 'USA']",English,"['English', 'Russian']","['Stanley Kubrick Productions', 'Metro-Goldwyn-Mayer']",1199950,282755,429862,41000,4080,8293,4099,18159,13970,55262,53102,160554,113512,323739,754770,https://letterboxd.com/film/2001-a-space-odyssey/
Yojimbo,1961,Akira Kurosawa,"['Toshirō Mifune', 'Tatsuya Nakadai', 'Yōko Tsukasa', 'Isuzu Yamada', 'Daisuke Katō', 'Seizaburō Kawazu', 'Takashi Shimura', 'Hiroshi Tachikawa', 'Yōsuke Natsuki', 'Eijirō Tōno', 'Kamatari Fujiwara', 'Ikio Sawamura', 'Atsushi Watanabe', 'Susumu Fujita', 'Kyū Sazanka', 'Kō Nishimura', 'Takeshi Katō', 'Ichirō Nakatani', 'Sachio Sakai', 'Akira Tani', 'Namigoro Rashomon', 'Yoshio Tsuchiya', 'Gen Shimizu', 'Jerry Fujio', 'Yutaka Sada', 'Shin Ōtomo', 'Shōichi Hirose', 'Hideyo Amamoto', 'Shōji Ōki', 'Fuminori Ōhashi', 'Hiroshi Kiyama', 'Senkichi Ōmura', 'Noriko Honma', 'Ryusuke Nishio', 'Naoya Kusakawa', 'Nadao Kirino', 'Mitsuo Tsuda', 'Shinpei Takagi', 'Jun Ōtomo', 'Akio Kusama', 'Yasuzō Ogawa', 'Hiroshi Takagi', ""Jun'ichirō Mukai"", 'Takuzō Kumagai', 'Ichirō Chiba', 'Haruya Sakamoto', 'Rinsaku Ogata', 'Takeo Ogushi', 'Yoko Terui', 'Hiromi Mineoka', 'Michiko Kawa']",4.3,4.5,"['Thriller', 'Drama']",110,['Japan'],Japanese,['Japanese'],['TOHO'],152829,62244,53551,1500,51,117,100,524,939,5012,10978,36371,23689,24093,101874,https://letterboxd.com/film/yojimbo/
The Great Dictator,1940,Charlie Chaplin,"['Charlie Chaplin', 'Paulette Goddard', 'Jack Oakie', 'Reginald Gardiner', 'Henry Daniell', 'Billy Gilbert', 'Grace Hayle', 'Carter DeHaven', 'Maurice Moscovitch', 'Emma Dunn', 'Bernard Gorcey', 'Paul Weigel', 'Chester Conklin', 'Esther Michelson', 'Hank Mann', 'Florence Wright', 'Eddie Gribbon', 'Rudolph Anders', 'Eddie Dunn', 'Nita Pike', 'George Lynn', 'Wheeler Dryden', 'Fred Aldrich', 'Richard Alexander', 'Sig Arno', 'William Arnold', 'Joe Bordeaux', 'Don Brodie', 'Gino Corrado', 'John Davidson', 'Max Davidson', 'Lew Davis', 'Pat Flaherty', 'Bud Geary', 'Sam Harris', 'Eddie Hart', 'Leyland Hodgson', 'William Irving', 'Charles Irwin', 'Ethelreda Leopold', 'Torben Meyer', 'Bert Moorhouse', 'Nellie V. Nichols', 'Manuel París', 'Jack Perrin', 'Lucien Prival', 'Cyril Ring', 'Henry Roquemore', 'Tiny Sandford', 'Hans Schumm', 'Harry Semels', 'Charles Sullivan', 'Carl Voss', 'Leo White', 'Harry Wilson', 'Hans Conried', 'Francis Ernest Drake', 'Francesca Santoro', 'Leonard Walker']",4.3,4.0,"['War', 'Comedy']",125,['USA'],English,"['English', 'Esperanto']","['Roy Export Company Establishment', 'United Artists', 'Charles Chaplin Productions']",194070,58901,51146,869,114,261,253,990,1456,7111,11489,33346,22196,29884,107100,https://letterboxd.com/film/the-great-dictator/
Brief Encounter,1945,David Lean,"['Celia Johnson', 'Trevor Howard', 'Stanley Holloway', 'Joyce Carey', 'Cyril Raymond', 'Everley Gregg', 'Marjorie Mars', 'Margaret Barton', 'Wilfred Babbage', 'Alfie Bass', 'Wallace Bosco', 'Sydney Bromley', 'Noël Coward', 'Nuna Davey', 'Valentine Dyall', 'Irene Handl', 'Dennis Harkin', 'Edward Hodge', 'Frederick Kelsey', 'Jack May', 'Avis Scott']",4.3,4.0,"['Romance', 'Drama']",86,['UK'],English,['English'],"['Cineguild', 'J. Arthur Rank Organisation']",84378,50012,29682,1500,46,112,115,572,838,3598,6180,16594,12450,15855,56360,https://letterboxd.com/film/brief-encounter/
Werckmeister Harmonies,2000,Béla Tarr,"['Lars Rudolph', 'Peter Fitz', 'Hanna Schygulla', 'Alfréd Járai', 'Gyula Pauer', 'János Derzsi', 'Mihály Kormos', 'Putyi Horváth', 'Éva Almássy Albert', 'Péter Dobai', 'László feLugossy', 'Barna Mihók', 'Sandor Bese', 'Enikő Börcsök', 'Irén Szajki', 'György Barkó', 'Lajos Dobák', 'András Fekete', 'Gyuri Dósa Kiss', 'Józsi Mihályfi', 'Kati Lázár', 'Viktor Lois', 'Béla Máriáss', 'Mátyás Dráfi', 'József Ropog']",4.3,5.0,['Drama'],139,"['France', 'Germany', 'Hungary', 'Italy']",Hungarian,"['Hungarian', 'Slovak']","['Magyar Mozgókép Alapítvány', '13 Productions', 'ARTE', 'Fondazione Montecinemaverita', 'Goëss Film', 'Magyar Televízió Müvelödési Föszerkesztöség (MTV) (I)', 'Nemzeti Kultúrális Alapprogram', 'Országos Rádió és Televízió Testület (ORTT)', 'Studio Babelsberg', 'Von Vietinghoff Filmproduktion (VVF)', 'ZDF', 'RAI']",38430,27924,13594,1200,103,148,131,405,474,1389,1991,5492,5266,8345,23744,https://letterboxd.com/film/werckmeister-harmonies/
8½,1963,Federico Fellini,"['Marcello Mastroianni', 'Anouk Aimée', 'Sandra Milo', 'Claudia Cardinale', 'Rossella Falk', 'Barbara Steele', 'Madeleine Lebeau', 'Caterina Boratto', 'Eddra Gale', 'Guido Alberti', 'Mario Conocchia', 'Bruno Agostini', 'Cesarino Miceli Picardi', 'Jean Rougeul', 'Mario Pisu', 'Yvonne Casadei', 'Ian Dallas', 'Mino Doro', 'Nadia Sanders', 'Georgia Simmons', 'Edy Vessel', 'Tito Masini', 'Annie Gorassini', 'Rossella Como', 'Mark Herron', 'Marisa Colomber', 'Neil Robinson', 'Elisabetta Catalano', 'Eugene Walter', 'Hazel Rogers', 'Gilda Dahlberg', 'Mario Tarchetti', 'Mary Indovino', 'Frazier Rippy', 'Francesco Rigamonti', 'Giulio Paradisi', 'Marco Gemini', 'Giuditta Rissone', 'Annibale Ninchi', 'Dina De Santis', 'Eva Gioia', 'Maria Tedeschi', 'Antonio Acqua', 'Giulio Calì', 'Franco Caracciolo', 'Olimpia Cavalli', 'Sonia Gessner', 'Mathilda Calnan', 'Nadia Balabine']",4.3,5.0,['Drama'],139,"['Italy', 'France']",Italian,"['Italian', 'German', 'English', 'French']","['Cineriz', 'Francinex']",240547,104948,78962,7300,496,862,794,2497,3031,9700,12980,34720,27003,54072,146155,https://letterboxd.com/film/8-half/
Children of Men,2006,Alfonso Cuarón,"['Clive Owen', 'Clare-Hope Ashitey', 'Pam Ferris', 'Chiwetel Ejiofor', 'Julianne Moore', 'Michael Caine', 'Oana Pellea', 'Charlie Hunnam', 'Danny Huston', 'Peter Mullan', 'Jacek Koman', 'Phaldut Sharma', 'Juan Gabriel Yacuzzi', 'Mishal Husain', 'Rob Curling', 'Maria McErlane', 'Michael Haughey', 'Tehmina Sunny', 'Michael Klesic', 'Ilario Bisi-Pedro', 'Caroline Lena Olsson', ""Dhafer L'Abidine"", 'Jon Chevalier', 'Rita Davies', 'Kim Fenton', 'Chris Gilbert', 'Phoebe Hawthorne', 'Rebecca Howard', 'Atalanta White', 'Laurence Woodbridge', 'Miriam Karlin', 'Philippa Urquhart', 'Jody Halse', 'Martina Messing', 'Simon Poland', 'Barnaby Edwards', 'Ed Westwick', 'Valerie Griffiths', 'Billy Cook', 'Gary Hoptrough', 'Rob Inch', 'Jamie Kenna', 'Maurice Lee', 'Bruno Ouvrard', 'Denise Mack', 'Joy Richardson', 'Milenka James', 'Somi De Souza', 'Francisco Labbe', 'Thorston Manderlay', 'Georgia Goodman', 'Dorothy Grumbar', 'Barry Martin', 'Keith Dunphy', 'Raymond Trickitt', 'Nabil Shaban', 'Goran Kostić', 'Faruk Pruti', 'Yolanda Vazquez', 'Andrew Brooke', 'Andy Callaghan', 'Forbes KB', 'P.D. James', 'Jamie Lengyel', 'João Costa Menezes', 'Vidal Sancho', 'John Warman', 'Paul Warren', 'Yana Yanezic', 'Michael Snelders', 'Steve Murphy']",4.3,5.0,"['Action', 'Drama', 'Science Fiction', 'Thriller']",109,"['UK', 'USA']",English,['English'],"['Universal Pictures', 'Strike Entertainment', 'Hit & Run Productions']",663344,128215,223411,13000,509,1243,949,5220,6097,29642,44095,121793,91127,122190,422865,https://letterboxd.com/film/children-of-men/
All That Jazz,1979,Bob Fosse,"['Roy Scheider', 'Ann Reinking', 'Leland Palmer', 'Jessica Lange', 'Erzsebet Foldi', 'Deborah Geffner', 'Anthony Holland', 'Ben Vereen', 'Max Wright', 'David Margulies', 'William LeMassena', 'John Lithgow', 'Cliff Gorman', 'Michael Tolan', 'Irene Kane', 'Kathryn Doby', 'Robert Hitt', 'Sue Paul', 'Keith Gordon', 'Frankie Man', 'Alan Heim', 'Sandahl Bergman', 'Eileen Casey', 'Bruce Anthony Davis', 'Gary Flannery', 'Jennifer Nairn-Smith', 'Danny Ruvolo', 'Leland Schwantes', 'John Sowinski', 'Candace Tovar', 'Rima Vetter', 'Trudy Carson', 'Mary Sue Finnerty', 'Lesley Kingley', 'P.J. Mann', 'Cathy Rice', 'Sonja Stuart', 'Terri Treas', 'Ralph E. Berntsen', 'Jan Flato', 'John Paul Fetta', 'Andy Schwartz', 'Robert Levine', 'Phil Friedman', 'Stephen Strimpell', 'Leonard Drum', 'Eugene Troobnick', 'Jules Fisher', 'Ben Masters', 'Cathie Shirriff', 'Joanna Merlin', 'Leah Ayres', 'Nancy Beth Bird', 'Harry Agress', 'CCH Pounder', 'Tito Goya', 'Tiger Haynes', 'Lotte Palfi Andor', 'K.C. Townsend', 'Melanie Hunter', 'Rita Bennett', 'Gary Bayer', 'Wayne Carson', 'Kerry Casserly', 'Judi Passeltiner', 'Steve Elmore', 'Nicole Fosse', 'Vicki Frederick', 'Minnie Gaster', 'Michael Green', 'Bruce MacCallum', 'Joyce Ellen Hill', 'I.M. Hobson', 'Edith Kramer', 'Barbara McKinley', 'Mary McCarty', 'Theresa Merritt', 'Gavin Moses', 'Mary Mon Toy', 'Wallace Shawn', 'Jacqueline Solotar', 'Sloane Shelton', 'Sammy Smith', 'Arnold Gross', 'Terry Alexander']",4.3,3.0,['Drama'],123,['USA'],English,['English'],"['Columbia Pictures', '20th Century Fox']",93592,62481,34321,3200,88,246,213,864,1104,4055,5944,15074,13220,20557,61365,https://letterboxd.com/film/all-that-jazz/
Chungking Express,1994,Wong Kar-wai,"['Takeshi Kaneshiro', 'Brigitte Lin', 'Tony Leung Chiu-wai', 'Faye Wong', 'Valerie Chow', 'Piggy Chan Kam-Chuen', 'Kwan Lee-na', 'Wong Chi-Ming', 'Leung San', 'Zhiming Huang', 'Songshen Zuo', 'Liang Zhen', 'Rico Chu', 'Vickie Eng', 'Lynne Langdon', 'Thom Baker']",4.3,4.5,"['Comedy', 'Drama', 'Romance']",103,['Hong Kong'],Cantonese,"['Cantonese', 'Chinese', 'Hindi', 'English', 'Japanese', 'Eastern Punjabi, Eastern Panjabi', 'Urdu']",['Jet Tone Production'],497416,150200,217220,26000,380,670,654,3192,4653,20918,36129,101543,74787,113351,356277,https://letterboxd.com/film/chungking-express/
Wings of Desire,1987,Wim Wenders,"['Bruno Ganz', 'Solveig Dommartin', 'Otto Sander', 'Curt Bois', 'Peter Falk', 'Hans Martin Stier', 'Elmar Wilms', 'Sigurd Rachman', 'Beatrice Manowski', 'Lajos Kovács', 'Bruno Rosaz', 'Laurent Petitgand', 'Chick Ortega', 'Otto Kuhnle', 'Christoph Merg', 'Peter Werner', 'Teresa Harder', 'Jürgen Heinrich', 'Annelinde Gerstl', 'Mick Harvey', 'Nick Cave', 'Blixa Bargeld', 'Susanne Vierkötter', 'Paul Busch', 'Karin Busch', 'Irene Moessinger', 'Franky', 'Daniela Nasimcova', 'Bernard Eisenschitz', 'Didier Flamand', 'Rolf Henke', 'Scott Kirby', 'Franck Glemin', 'Jerry Barrish', 'Jeanette Pollak', 'Christian Bartels', 'David Crome', 'Käthe Fürstenwerth', 'Werner Schönrock', 'Bernd Ramien', 'Erika Rabau', 'Silvia Blagojeva Itscherenska', 'Sultan Meral', 'Olivier Picot', 'Jochen Gliscinsky', 'Erich Schupke', 'Margarete Hafner', 'Oliver Herder', 'Margitta Haberland', 'Ralf Strathmann', 'Walter Ratayszak', 'Charlotte Oberberg', 'Lubinka Kostic', 'Gisela Westerboer', 'Andreas Valentin', 'Wolf-Dirk Vogeley', 'Ruth Rischke', 'Familie Ayik', 'Simon Bonney', 'Harry Howard', 'Rowland S. Howard', 'Thomas Wydler', 'Roland Wolf', 'Kid Congo Powers', 'Denis Rodriguez', 'Dieta von Aster', 'Gustav Geisler', 'Paul Geisler', 'Lorenz Geisler', 'Slađana Kostić', 'Benedikt Schumann', 'Nicolas Roth', 'Marcus Stenzel', 'Benjamin Ferchow', 'Mario Meyer', 'Mark Leuschner', 'Tibor Dahlenburg', 'Lia Harder', 'Mascha Noak', 'Vera Butzek', 'Donald Behrendt', 'Patric Kreuzer', 'Simone Säger', 'Gerdi Hofmann', 'Ulrike Schirm', 'Hans Marquardt', 'Heimke Karl', 'Klaus Mausolf', 'Özyer Hüsinye', 'Jean-Claude Lezin', 'Thierry Noir', 'Matthias Maaß', 'Henry Luczkow', 'Louis Cochet', 'Lina Otto', 'Johanna Penski']",4.3,4.5,"['Drama', 'Romance', 'Fantasy']",128,"['France', 'Germany']",German,"['German', 'Turkish', 'Japanese', 'Spanish', 'Hebrew (modern)', 'French', 'English']","['Argos Films', 'Wim Wenders Stiftung', 'WDR', 'Road Movies']",143376,62149,52414,5900,164,388,361,1249,1750,5828,9200,24590,19438,29524,92492,https://letterboxd.com/film/wings-of-desire/
The Departed,2006,Martin Scorsese,"['Jack Nicholson', 'Leonardo DiCaprio', 'Matt Damon', 'Mark Wahlberg', 'Vera Farmiga', 'Martin Sheen', 'Ray Winstone', 'Anthony Anderson', 'Alec Baldwin', 'Kevin Corrigan', 'James Badge Dale', ""David O'Hara"", 'Robert Wahlberg', 'Kristen Dalton', 'Thomas B. Duffy', 'Richard Hughes', 'Chance Kelly', 'Larry Mitchell', 'Mark Rolston', 'J.C. MacKenzie', 'Mary Klug', ""Robert 'Toshi' Kar Yuen Chan"", 'Peg Holzemer', 'Gurdeep Singh', 'Armen Garo', 'John Cenatiempo', 'Brian Smyj', 'William Severs', 'Douglas Crosby', 'Dorothy Lyman', 'Audrie Neenan', 'Conor Donovan', 'Patrick Coppola', ""Mick O'Rourke"", 'Nellie Sciutto', 'Henry Yuk', 'John Rue', 'Joseph P. Reidy', 'John Farrer', 'Billy Smith', 'Brian Haley', 'Terry Serpico', 'Jay Giannone', 'David Conley', 'Tracey Paleo', 'Jill Brown', 'Tom Kemp', 'Kevin P. McCarthy', 'Chris Fischer', 'Joseph Riccobene', 'Johnny Cicco', 'Lyman Chen', 'Shay Duffin', 'David Fischer', 'Emma Tillinger Koskoff', ""Craig 'Radioman' Castaldo"", 'Francesca Scorsese', 'Dennis Lynch', 'Michael Byron', 'Takumi Bando', 'Eric Bruno Borgman', 'Brendan Burke', 'Chris Chinn', 'Jeffrey Corazzini', 'Jim Ford', 'Trudi Goodman', 'Steve Lord', 'Jack McCullough', 'Osmani Rodriguez', 'Lawrence Cameron Steele', 'Conor Timmis', 'Joseph Oliveira', 'Adam Masnyk', 'John Franchi', 'Paul McGillicuddy', 'Kim Carrell', 'Rebecca Love', 'Sarah Fearon', 'Anthony Estrella', 'Andrew Breving', 'Frank Mallicoat', 'Paula DeMers', 'Amanda Lynch', 'Sallie Toussaint', 'Deborah Carlson', 'Peter Welch', 'William Lee', 'Peter Crafts', 'Paris Karounos', 'John Polce', 'Bo Cleary', 'Victor Chan', 'Denece Ryland', 'Zachary Pauliks', 'Daniel F. Risteen Jr.', 'Francis P. Hughes', 'John McConnell', 'Kenneth Stoddard', 'Jeffrey Winter', 'Paddy Curran', 'Mark Philip Patrick', 'Walter Y.F. Wong', 'Tony M. Yee', 'Alex Morris']",4.3,4.5,"['Crime', 'Thriller', 'Drama']",151,"['Hong Kong', 'USA']",English,"['English', 'Cantonese']","['Warner Bros. Pictures', 'Plan B Entertainment', 'Initial Entertainment Group', 'Vertigo Entertainment', 'Media Asia Films']",1176567,208971,389175,16000,950,1799,1370,6975,8171,45669,73972,239173,174461,209314,761854,https://letterboxd.com/film/the-departed/
Tampopo,1985,Jūzō Itami,"['Tsutomu Yamazaki', 'Nobuko Miyamoto', 'Ken Watanabe', 'Koji Yakusho', 'Rikiya Yasuoka', 'Kinzō Sakura', 'Hyōe Enoki', 'Gō Awazu', 'Mario Abe', 'Izumi Hara', 'Isao Hashizume', 'Hisashi Igawa', 'Toshimune Kato', 'Kenso Kato', 'Yoshi Katō', 'Zenpaku Kato', 'Toshiya Fujita', 'Fukumi Kuroda', 'Nobuo Nakamura', 'Mariko Okada', 'Yoshihei Saga', 'Setsuko Shinoi', 'Hitoshi Takagi', 'Chōei Takahashi', 'Ei Takami', 'Akio Tanaka', 'Masahiko Tsugawa', 'Hideji Ōtaki', 'Naritoshi Hayashi', 'Yoriko Doguchi', 'Ryutaro Otomo', 'Gilyak Amagasaki']",4.3,4.5,['Comedy'],115,['Japan'],Japanese,['Japanese'],"['New Century Producers', 'Itami Productions']",105782,47410,45063,3700,89,122,124,488,830,3759,7922,23519,17600,20664,75117,https://letterboxd.com/film/tampopo/
Shoplifters,2018,Hirokazu Kore-eda,"['Lily Franky', 'Sakura Ando', 'Mayu Matsuoka', 'Kairi Jo', 'Miyu Sasaki', 'Kirin Kiki', 'Sosuke Ikematsu', 'Naoto Ogata', 'Yôko Moriguchi', 'Yuki Yamada', 'Moemi Katayama', 'Kengo Kora', 'Chizuru Ikewaki', 'Akira Emoto', 'Aju Makita', 'Hajime Inoue', 'Haruna Hori', 'Nana Mizoguchi', 'Madoka Tomosaki']",4.3,4.5,"['Drama', 'Thriller', 'Crime']",120,['Japan'],Japanese,['Japanese'],"['Fuji Television Network', 'AOI Pro.', 'BUN-BUKU', 'GAGA Corporation']",267963,80589,96734,3500,102,240,244,1197,2081,10328,21702,66420,47231,40794,190339,https://letterboxd.com/film/shoplifters/
The Sacrifice,1986,Andrei Tarkovsky,"['Erland Josephson', 'Susan Fleetwood', 'Allan Edwall', 'Guðrún Gísladóttir', 'Sven Wollter', 'Valérie Mairesse', 'Filippa Franzén', 'Tommy Kjellqvist', 'Per Källman', 'Tommy Nordahl', 'Tintin Anderzon', 'Jane Friedmann', 'Helena Brodin', 'Martin Lindström', 'Birgit Carlstén', 'Jan-Olof Strandberg']",4.3,4.5,['Drama'],149,"['France', 'USSR', 'Sweden', 'UK']",Swedish,"['Swedish', 'English', 'Icelandic', 'French']","['Argos Films', 'Svenska Filminstitutet', 'Josephson & Nykvist HB', 'Sandrews', 'SVT', 'Film4 Productions']",76323,36783,25646,1700,116,209,212,740,933,3050,4615,12571,10001,15410,47857,https://letterboxd.com/film/the-sacrifice/
Pather Panchali,1955,Satyajit Ray,"['Subir Banerjee', 'Uma Das Gupta', 'Karuna Banerjee', 'Kanu Bannerjee', 'Chunibala Devi', 'Runki Banerjee', 'Reba Devi', 'Aparna Devi', 'Tulsi Chakraborty', 'Haren Banerjee', 'Rampada Das', 'Nibhanani Devi', 'Rama Gangopadhaya', 'Roma Ganguli', 'Binoy Mukherjee', 'Haridhan Nag', 'Harimohan Nag', 'Kshirod Roy', 'Suren Roy']",4.3,4.5,['Drama'],125,['India'],"Bengali, Bangla","['Bengali, Bangla']",['Government of West Bengal'],60828,45902,20878,1100,97,136,131,489,686,2293,3626,9833,7920,13681,38892,https://letterboxd.com/film/pather-panchali/
