Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Some Like It Hot,1959,Billy Wilder,"['Romance', 'Crime', 'Comedy']",4.5,4.23,122,['USA'],English,['English'],279924,93161,90742,"['Tony Curtis', 'Jack Lemmon', 'Marilyn Monroe', 'George Raft', 'Pat O’Brien', 'Joe E. Brown', 'Nehemiah Persoff', 'Joan Shawlee', 'Billy Gray', 'George E. Stone', 'Dave Barry', 'Mike Mazurki', 'Harry Wilson', 'Beverly Wills', 'Barbara Drew', 'Edward G. Robinson Jr.', 'Sam Bagley', 'Alex Ball', 'Brandon Beach', 'Phil Bloom', 'Willie Bloom', 'Al Breneman', 'Steve Carruthers', 'James J. Casino', ""Noble 'Kid' Chissell"", 'Beulah Christian', 'Ted Christy', 'Robert Cole', 'Marian Collier', 'Pat Comiskey', 'Bing Conley', 'Paul Cristo', 'James Dime', 'Franklyn Farnum', 'Duke Fishman', 'Mary Foley', 'George Ford', 'Paul Frees', 'Bobby Gilbert', 'Joseph Glick', 'Jack Gordon', 'Joe Gray', 'Stuart Hall', 'Sam Harris', ""Harold 'Tommy' Hart"", 'William Hoehne Jr.', 'Shep Houghton', 'John Indrisano', 'Tom Kennedy', 'Joseph La Cava', 'George Lake', 'Carl M. Leviness', 'King Lockwood', 'Hank Mann', 'Tiger Joe Marsh', 'Jack Mather', 'Tipp McClure', 'Frank McLure', 'Laurie Mitchell', ""William H. O'Brien"", ""Colleen O'Sullivan"", 'Joe Palma', 'Helen Perry', 'Jack Perry', 'Danny Richards Jr.', 'Edwin Rochelle', 'John Roy', 'Cosmo Sardo', 'Scott Seaton', 'Sammy Shack', 'Fred Sherman', 'Carl Sklover', 'Bert Stevens', 'Arthur Tovey', 'Sid Troy', 'Ralph Volkie', 'Tito Vuolo', 'Sandra Warner', 'Billy Wayne', 'Grace Lee Whitney', 'Georgia Joan Hannan']","['The Mirisch Company', 'Ashton Productions', 'United Artists']",https://letterboxd.com//film/some-like-it-hot/
The Kid,1921,Charlie Chaplin,"['Drama', 'Comedy']",4.5,4.19,68,['USA'],English,"['English', 'No spoken language']",128187,37057,35113,"['Charlie Chaplin', 'Jackie Coogan', 'Edna Purviance', 'Carl Miller', 'Albert Austin', 'Charles Reisner', 'Lita Grey', 'Beulah Bains', 'Nellie Bly Baker', 'Henry Bergman', 'Edward Biby', 'F. Blinn', 'Kitty Bradbury', 'Frank Campeau', 'Bliss Chevalier', 'Frances Cochran', 'Elsie Codd', 'Jack Coogan Sr.', 'Estelle Cook', 'Lillian Crane', 'Dan Dillon', ""Philip D'Oench"", 'Robert Dunbar', 'Sadie Gordon', 'Jules Hanft', 'Kathleen Kay', 'Raymond Lee', 'Clyde McAtee', 'John McKinnon', 'Lew Parker', 'Esther Ralston', 'Granville Redmond', 'Edgar Sherrod', 'S.D. Wilcox', 'Tom Wilson']",['Charles Chaplin Productions'],https://letterboxd.com//film/the-kid/
The Wolf of Wall Street,2013,Martin Scorsese,"['Comedy', 'Drama', 'Crime']",3.5,4.0,180,['USA'],English,"['English', 'French']",2542680,242638,890504,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Matthew McConaughey', 'Kyle Chandler', 'Rob Reiner', 'Jon Bernthal', 'Jon Favreau', 'Jean Dujardin', 'Joanna Lumley', 'Cristin Milioti', 'Christine Ebersole', 'Shea Whigham', 'Katarina Čas', 'P.J. Byrne', 'Kenneth Choi', 'Brian Sacca', 'Henry Zebrowski', 'Ethan Suplee', 'Barry Rothbart', 'Jake Hoffman', 'Mackenzie Meehan', 'Bo Dietl', 'Jon Spinogatti', 'Aya Cash', 'Rizwan Manji', 'Stephanie Kurtzuba', 'J. C. MacKenzie', 'Ashlie Atkinson', 'Thomas Middleditch', 'Stephen Kunken', 'Edward Herrmann', 'Jordan Belfort', 'Ted Griffin', 'Fran Lebowitz', 'Robert Clohessy', 'Natasha Newman-Thomas', 'Sandra Nelson', 'Johnnie Mae', 'Christina Jeffs', 'Sabina Maschi', 'Zana Markelson', 'Welker White', 'Danny Flaherty', 'Carla Corvo', 'Dustin Kerns', 'Ashley Blankenship', 'Madison McKinley', 'Dierdre Reimold', 'Kerry Malloy', 'Frank van Putten', 'Aaron Lazar', 'Steve Routman', 'Steve Witting', 'Charley Morgan', 'Michael Nathanson', 'Natalie Bensel', 'Tess Olivia', 'Jaclyn Keys', 'Krista Ashworth', 'Kathleen Fellegara', 'John Bernard Martin', 'Jamel Daniels', 'Dan Bittner', 'John Behlmann', 'Ward Horton', 'Bret Shuford', 'Paul Monte Jr.', 'Ellen Sexton', 'Brian Tweedy', ""J.T. O'Connor"", 'Steven Boyer', 'Danny A. Abeckaser', 'Tracy Friedman', 'Matthew Rauch', 'Michael Izquierdo', 'Donnie Keshawarz', 'Johnathan Tchaikovsky', 'Aaron Glaser', 'Ben Rameaka', 'Ben Loving', 'Brian Charles Johnson', 'Sebastian Tillinger', 'Chris Riggi', 'Dan Hunter', 'Meghan Rafferty', 'José Ramón Rosario', 'Davram Stiefler', 'Dan Daily', 'Ben Van Bergen', 'Matte Osian', 'Michael Devine', 'Jason Furlani', 'Scott Nicholson', 'Jeremy Bobb', 'Dean Auer', 'Tom Greer', 'Sharon Jones', 'Starr Duncan-Lowe', 'Saundra Williams', 'Emily Tremaine', 'Zineb Oukach', 'Loretta O. Booz', 'Shea Coleman', 'Giselle Eisenberg', 'Deema Aitken', 'Ashley Springer', 'Justin Anthony Long', 'Gregory Perri', 'Viki Boyle', 'Chris Caldovino', 'Marcos A. Gonzalez', 'Chris Matesevac', 'Justin Yllanes', 'Rémy Bennett', 'Catherine Curtin', 'Paul Urcioli', ""Jamie O'Connell"", ""Michael O'Hara"", 'Lawrence Lau', 'Michael Bryan French', 'Adria Baratta', 'Armen Garo', 'Garry Pastore', 'Louis Vanaria', 'Lawrence Smith', 'Hardy Winburn', 'Allyson Carr', 'Peter Youngblood Hills', 'Daniel Hepner', 'Brendan Griffin', 'Derek Milman', 'Victor Verhaeghe', 'Jared Houseman', 'Spike Jonze', 'Martin Scorsese', 'Fileena Bahris', 'Silvia Kal', 'Kamron Leal', 'Tommy Bayiokos', 'Gianni Biasetti Jr.', 'Rick Bolander', 'Spenser Granese', 'Julian Brand', 'Kenneth Carrella', 'Austin Farwell', 'Zach Miko', 'Tyler Evan Rowe', 'Stefano Villabona', 'Gregory Brown', 'Tucker Bryan', 'Michael Jefferson', 'Bryan Burton', 'Mike Catapano', 'Steven Conroy', 'Kelsey Deanne', 'Maria Di Angelis', 'London Hall', 'Rosemary Howard', 'Chris Kerson', 'Natasha Kojic', 'Ben Leasure', 'Paul Jude Letersky', 'Will MacAdam', 'Jeff Moffitt', 'Chris Nunez', ""Seregon O'Dassey"", 'Joseph Oliveira', 'Michael Power', 'Nicole Rutigliano', 'Sibyl Santiago', 'Vitaliy Shtabnoy', 'Madeleine Wade', 'Blago Simon', 'Paul Thornton', 'David Wenzel', 'Joe Zaso', 'Claudette Lalí', 'Francis Brooke', 'Martin Klebba', 'Michael Dubuc']","['Red Granite Pictures', 'Appian Way', 'Sikelia Productions', 'EMJAG Productions', 'Paramount']",https://letterboxd.com//film/the-wolf-of-wall-street/
The Father,2020,Florian Zeller,['Drama'],4.5,4.29,96,"['France', 'UK', 'USA']",English,['English'],319294,83924,109436,"['Anthony Hopkins', 'Olivia Colman', 'Mark Gatiss', 'Olivia Williams', 'Imogen Poots', 'Rufus Sewell', 'Ayesha Dharker', 'Roman Zeller', 'Evie Wray', 'Brian Rodger', 'Romulus Stoicescu']","['Trademark Films', 'F Comme Film', 'Ciné-@', 'Embankment Films', 'Film4 Productions', 'Canal+', 'Ciné+', 'Orange Studio', 'Les Films du Cru', 'AG Studios NYC', 'Simon Friend Entertainment', 'Viewfinder', 'CAA Media Finance', 'Sony Pictures Classics']",https://letterboxd.com//film/the-father-2020/
Green Book,2018,Peter Farrelly,"['Drama', 'History']",3,3.67,130,['USA'],English,"['English', 'Italian', 'Russian']",671279,82473,169064,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco', 'Dimiter D. Marinov', 'Mike Hatton', 'P.J. Byrne', 'Joe Cortese', 'Maggie Nixon', 'Von Lewis', 'Jon Sortland', 'Don Stark', 'Anthony Mangano', 'Paul Sloan', 'Quinn Duffy', 'Seth Hurwitz', 'Hudson Galloway', 'Gavin Foley', 'Rodolfo Vallelonga', 'Louis Venere', 'Frank Vallelonga', 'Don DiPetta', 'Jenna Laurenzo', 'Suehyla El-Attar', 'Kenneth Israel', 'Derrick Spears', 'Johnny Williams', 'Randal Gonzalez', 'Iqbal Theba', 'Sharon Landry', 'Nick Vallelonga', 'David An', 'Mike Cerrone', 'Peter Gabb', 'Gertrud Sigle', 'Geraldine Singer', 'Ron Flagge', 'Martin Bats Bradford', 'Ted Huckabee', 'Gralen Bryant Banks', 'Sam Malone', 'Floyd Miles', 'David Kallaway', 'James W. Evermore', 'Harrison Stone', 'Ricky Muse', 'Tom Virtue', 'Christina Simpkins', 'Kermit Burns III', 'Lindsay Brice', 'Shane Partlow', 'Daniel Greene', 'Brian Distance', 'Craig DiFrancia', 'Dennis W. Hall', 'Leslie Castay', 'David Simpson', 'Jim Klock', 'Billy Breed', 'Dane Rhodes', 'Brian Stepanek', 'Jon Michael Davis', 'Montrel Miller', 'Ninja N. Devoe', 'Brian Hayes Currie']","['Participant', 'DreamWorks Pictures', 'Cinetic Media', 'Innisfree Pictures', 'Alibaba Pictures Group']",https://letterboxd.com//film/green-book/
All About Eve,1950,Joseph L. Mankiewicz,['Drama'],4.5,4.33,139,['USA'],English,"['English', 'French']",126959,68877,40121,"['Bette Davis', 'Anne Baxter', 'George Sanders', 'Celeste Holm', 'Gary Merrill', 'Hugh Marlowe', 'Thelma Ritter', 'Gregory Ratoff', 'Marilyn Monroe', 'Barbara Bates', 'Walter Hampden', 'Randy Stuart', 'Craig Hill', 'Leland Harris', 'Barbara White', 'Eddie Fisher', 'William Pullen', 'Claude Stroud', 'Eugene Borden', 'Helen Mowery', 'Steven Geray', 'Gertrude Astor', 'Frank Baker', 'Ralph Brooks', 'Jack Chefe', 'Sayre Dearing', 'Jack Deery', 'Franklyn Farnum', 'Bess Flowers', 'Colin Kenny', 'Ethelreda Leopold', 'Carl M. Leviness', 'Leota Lorraine', 'William Marion', 'Thomas Martin', 'Mathew McCue', 'Harold Miller', ""William H. O'Brien"", 'Stanley Orr', 'Foster H. Phinney', 'Marion Pierce', 'Paul Power', 'Suzanne Ridgway', 'Ann Robinson', 'Cosmo Sardo', 'Larry Steers', 'Robert Whitney']",['20th Century Fox'],https://letterboxd.com//film/all-about-eve/
Judgment at Nuremberg,1961,Stanley Kramer,['Drama'],4,4.21,190,['USA'],English,"['English', 'German']",30398,18266,7549,"['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark', 'Marlene Dietrich', 'Maximilian Schell', 'Judy Garland', 'Montgomery Clift', 'William Shatner', 'Werner Klemperer', 'Kenneth MacKenna', 'Torben Meyer', 'Joseph Bernard', 'Alan Baxter', 'Edward Binns', 'Virginia Christine', 'Otto Waldis', 'Karl Swenson', 'Martin Brandt', 'Ray Teal', 'John Wengraf', 'Ben Wright', 'Howard Caine', 'Olga Fabian', 'Paul Busch', 'Bernard Kates', 'Bess Flowers', 'Frank Baker', 'Brandon Beach', 'Joseph Crehan', 'Sayre Dearing', 'Sam Harris', 'Shep Houghton', 'Reed Howes', 'William Meader', 'Colin Kenny', 'George Nardelli', 'Waclaw Rekwart', 'Jack Stoney', 'Oscar Beregi Jr.', 'Norbert Schiller', 'Chet Brandenburg', 'Herman Hack', 'Sheila Bromley', 'Harold Miller', 'Hans Moebus', 'Ed Nelson', ""William H. O'Brien"", 'Rudy Solari', 'Bert Stevens', 'Hal Taggart', 'Jana Taylor', 'Ralph Moratz', 'Tony Regan', 'Dick Cherney', 'Norman Stevans']","['United Artists', 'Roxlom Films']",https://letterboxd.com//film/judgment-at-nuremberg/
The Truman Show,1998,Peter Weir,"['Comedy', 'Drama']",nan,4.2,103,['USA'],English,['English'],2493610,221805,984798,"['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Holland Taylor', 'Ed Harris', 'Paul Giamatti', 'Brian Delate', 'Peter Krause', 'Blair Slater', 'Heidi Schanz', 'Una Damon', 'Krista Lynn Landolfi', 'O-Lan Jones', 'Ron Taylor', 'Don Taylor', 'Ted Raymond', 'Harry Shearer', 'Jeanette Miller', 'Philip Glass', 'Joe Minjares', 'Philip Baker Hall', 'John Pleshette', 'Terry Camilleri', 'Joel McKinnon Miller', 'Judy Clayton', 'Fritz Dominique', 'Angel Schmiedt', 'Nastassja Schmiedt', 'Muriel Moore', 'Mal Jones', 'Judson Vaughn', 'Earl Hilliard Jr.', 'David Andrew Nash', 'Jim Towers', 'Savannah Swafford', 'Antoni Corone', 'Mario Ernesto Sánchez', 'John Roselius', 'Kade Coates', 'Marcia DeBonis', 'Sam Kitchin', 'Sebastian Youngblood', 'Dave Corey', 'Mark Alan Gillott', 'Jay Saiter', 'Tony Todd', 'Marco Rubeo', 'Daryl Davis', 'Robert Davis', 'R.J. Murdock', 'Matthew McDonough', 'Larry McDowell', 'Joseph Lucus', 'Logan Kirksey', 'Adam Tomei', 'John Pramik', 'Al Foster', 'Zoaunne LeRoy', 'Millie Slavin', 'Dona Hardy', 'Tom Simmons', 'Susan Angelo', 'Carly Smiga', 'Yuji Okumoto', 'Kiyoko Yamaguchi', 'Saemi Nakamura', 'Sergio Kato', 'Jake Eberle', 'Marc Macaulay', 'Melissa Fitzgerald', 'Erik Rodenhiser']","['Paramount', 'Scott Rudin Productions']",https://letterboxd.com//film/the-truman-show/
There Will Be Blood,2007,Paul Thomas Anderson,['Drama'],5,4.45,158,['USA'],English,['English'],860542,206220,322774,"['Daniel Day-Lewis', 'Paul Dano', ""Kevin J. O'Connor"", 'Ciarán Hinds', 'Dillon Freasier', 'Hope Elizabeth Reeves', 'Colleen Foy', 'Barry Del Sherman', 'David Willis', 'Hans Howes', 'Sydney McCallister', 'Paul F. Tompkins', 'Kevin Breznahan', 'Jim Meskimen', 'Erica Sullivan', 'Randall Carver', 'Coco Leigh', 'James Downey', 'David Warshofsky', 'Charles Thomas Doyle', 'Russell Harvard', 'Martin Stringer', 'Matthew Braden Stringer', 'Jacob Stringer', 'Joseph Mussey', 'Harrison Taylor', 'Stockton Taylor', 'Christine Olejniczak', 'Kellie Hill', 'Dan Swallow', 'Robert Arber', 'Bob Bell', 'David Williams', 'Joy Rawls', 'Louise Gregg', 'Amber Roberts', 'John W. Watts', 'Robert Caroline', 'Barry Bruce', 'Irene G. Hunter', 'John Chitwood', 'Colton Woodward', 'John Burton', 'Robert Barge', 'Ronald Krut', 'Huey Rhudy', 'Steven Barr', 'Robert Hills', 'Bob Bock', 'Vince Froio', 'Phil Shelly', 'Brad Carr', 'Mary Elizabeth Barrett', 'Rhonda Reeves', 'Beau Smith']","['Paramount Vantage', 'Miramax', 'Ghoulardi Film Company', 'JoAnne Sellar Productions']",https://letterboxd.com//film/there-will-be-blood/
Casino,1995,Martin Scorsese,"['Crime', 'Drama', 'History']",nan,4.18,179,"['France', 'USA']",English,['English'],482705,108126,147304,"['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles', 'Alan King', 'Kevin Pollak', 'L.Q. Jones', 'Dick Smothers', 'Frank Vincent', 'John Bloom', 'Pasquale Cajano', 'Melissa Prophet', 'Bill Allison', 'Vinny Vella', 'Oscar Goodman', 'Catherine Scorsese', 'Philip Suriano', 'Erika von Tagen', 'Frankie Avalon', 'Steve Allen', 'Jayne Meadows', 'Jerry Vale', 'Joseph Rigano', 'Gene Ruffini', 'Dominick Grieco', 'Peter Conti', 'Cathy Scorsese', 'Steve Vignari', 'Paul Herman', 'Joey DePinto', 'Millicent Sheridan', 'Nobu Matsuhisa', 'Frankie J. Allison', 'Anthony Russell', 'John Manca', 'Ronald Maccone', 'Joseph P. Reidy', 'Joe La Due', 'Stuart Nisbet', 'Frank Adonis', 'Joseph Bono', 'Craig Vincent', 'Daniel P. Conte', 'David Rose', 'C.C. Carr', 'Clem Caserta', 'Jed Mills', 'Richard Riehle', 'Alfred Nittoli', 'Carl Ciarfalio', 'Jack Orend', 'Ffolliott Le Coque', 'Claudia Haro', 'Madeline Parquette', 'Nick Mazzola', 'Steve Schirripa']","['Universal Pictures', 'Syalis DA', 'De Fina-Cappa', 'Légende Films']",https://letterboxd.com//film/casino/
Shutter Island,2010,Martin Scorsese,"['Mystery', 'Drama', 'Thriller']",nan,4.09,138,['USA'],English,"['English', 'German']",1961061,209160,669547,"['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley', 'Max von Sydow', 'Michelle Williams', 'Emily Mortimer', 'Patricia Clarkson', 'Jackie Earle Haley', 'Ted Levine', 'John Carroll Lynch', 'Elias Koteas', 'Robin Bartlett', 'Christopher Denham', 'Nellie Sciutto', 'Joseph Sikora', 'Curtiss Cook', 'Raymond Anthony Thomas', 'Joseph McKenna', 'Ruby Jerins', 'Tom Kemp', 'Bates Wilder', 'Lars Gerhard', 'Matthew Cowles', 'Jill Larson', 'Ziad Akl', 'Dennis Lynch', 'John Porell', 'Aidan Cole Mitchell', 'Drew Beasley', 'Joseph P. Reidy', 'Bree Elrod', 'Thomas B. Duffy', 'Ken Cheeseman', 'Steve Witting', 'Michael E. Chapman', 'Keith Fluker', 'Darryl Wooten', 'Michael Byron', 'Gary Galone', 'Gabriel Hansen', 'Dan Marshall', 'Harrison Young', 'John Franchi']","['Paramount', 'Phoenix Pictures', 'Sikelia Productions', 'Appian Way']",https://letterboxd.com//film/shutter-island/
Ran,1985,Akira Kurosawa,"['Drama', 'History', 'Action']",4.5,4.49,160,"['Japan', 'France']",Japanese,['Japanese'],157162,78829,57287,"['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryū', 'Mieko Harada', 'Yoshiko Miyazaki', 'Mansai Nomura', 'Hisashi Igawa', 'Shinnosuke Ikehata', 'Masayuki Yui', 'Kazuo Kato', 'Norio Matsui', 'Toshiya Ito', 'Heihachiro Suzuki', 'Kenji Kodama', 'Haruko Tōgō', 'Reiko Nanjo', 'Tokie Kanda', 'Sawako Kochi', 'Kumeko Otowa', 'Takeshi Katō', 'Jun Tazaki', 'Hitoshi Ueki', 'Takao Zushi', 'Yoshitaka Zushi', 'Tetsuo Yamashita', 'Akihiko Sugizaki', 'Masaaki Sasaki', 'Satoru Fukasaku', 'Susumu Terajima']","['Nippon Herald Films', 'Greenwich Film Production', 'Herald Ace', 'TOHO']",https://letterboxd.com//film/ran/
Pan's Labyrinth,2006,Guillermo del Toro,"['War', 'Fantasy', 'Drama']",5,4.17,118,"['Mexico', 'Spain', 'USA']",Spanish,['Spanish'],911688,158781,297987,"['Ivana Baquero', 'Maribel Verdú', 'Sergi López', 'Doug Jones', 'Ariadna Gil', 'Álex Angulo', 'Roger Casamajor', 'Manolo Solo', 'César Vea', 'Iván Massagué', 'Gonzalo Uriarte', 'Eusebio Lázaro', 'Francisco Vidal', 'Juanjo Cucalón', 'Lina Mira', 'Mario Zorrilla', 'Sebastián Haro', 'Mila Espiga', 'Pepa Pedroche', 'Lalá Gatóo', 'Ana Sáez', 'Chani Martín', 'Milo Taboada', 'Fernando Albizu', 'Pedro G. Marzo', 'José Luis Torrijo', 'Íñigo Garcés', 'Fernando Tielve', 'Federico Luppi', 'Chicho Campillo', 'Pablo Adán']","['Estudios Picasso', 'Esperanto Filmoj', 'Tequila Gang', 'Telecinco Cinema']",https://letterboxd.com//film/pans-labyrinth/
Jurassic Park,1993,Steven Spielberg,"['Science Fiction', 'Adventure']",5,4.11,127,['USA'],English,"['English', 'Spanish']",1803055,206688,535882,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough', 'Bob Peck', 'Wayne Knight', 'Ariana Richards', 'Joseph Mazzello', 'Martin Ferrero', 'Samuel L. Jackson', 'BD Wong', 'Gerald R. Molen', 'Miguel Sandoval', 'Cameron Thor', 'Christopher John Fields', 'Whit Hertford', 'Dean Cundey', 'Jophery C. Brown', 'Tom Mishler', 'Greg Burson', 'Adrian Escober', 'Richard Kiley', 'Brad M. Bucklin', 'Laura Burnett', 'Michael Lantieri', 'Gary Rodriguez', 'Lata Ryan', 'Brian Smrz', 'Rip Lee Walker', ""Robert 'Bobby Z' Zajonc""]","['Universal Pictures', 'Amblin Entertainment']",https://letterboxd.com//film/jurassic-park/
The Sixth Sense,1999,M. Night Shyamalan,"['Thriller', 'Mystery', 'Horror', 'Drama']",nan,4.01,107,['USA'],English,"['English', 'Latin', 'Spanish']",958559,121901,243777,"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams', 'Trevor Morgan', 'Donnie Wahlberg', 'Peter Anthony Tambakis', 'Jeffrey Zubernis', 'Bruce Norris', 'Glenn Fitzgerald', 'Greg Wood', 'Mischa Barton', 'Angelica Page', 'Lisa Summerour', 'Firdous Bamji', 'Samia Shoaib', 'Hayden Saunier', 'Janis Dardaris', 'Neill Hartley', 'Sarah Ripard', 'Heidi Fischer', 'KaDee Strickland', 'Michael J. Lyons', 'Samantha Fitzpatrick', 'Holly Cross Vagley', 'Kate Kearney-Patch', 'Marilyn Shanok', 'M. Night Shyamalan', 'Wes Heywood', 'Nico Woulard', 'Carol Nielson', 'Keith Woulard', 'Jodi Dawson', 'Tony Michael Donnelly', 'Ronnie Lea', 'Carlos Xavier Lopez', 'Gino Inverso', 'Ellen Sheppard', 'Tom McLaughlin', 'Candy Aston-Dennis', 'Patrick McDade', 'Jose L. Rodriguez', 'Gina Allegro', 'Bob Bowersox', 'Matt Casale', 'Kym Cohen', 'Colleen June McQuaide', 'Jonathan Nation', 'Sean Oliver', 'Alison Robertson']","['Spyglass Entertainment', 'The Kennedy/Marshall Company', 'Hollywood Pictures', 'Barry Mendel Productions']",https://letterboxd.com//film/the-sixth-sense/
Unforgiven,1992,Clint Eastwood,['Western'],4,4.19,130,['USA'],English,['English'],242649,81237,67608,"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Jaimz Woolvett', 'Richard Harris', 'Anna Thomson', 'Frances Fisher', 'Saul Rubinek', 'David Mucci', 'Rob Campbell', 'Anthony James', 'Ron White', 'Jefferson Mappin', 'Jeremy Ratchford', 'Philip Maurice Hayes', 'Tara Frederick', 'Beverley Elliott', 'Liisa Repo-Martell', 'Shane Meier', 'Robert Koons', 'Mina E. Mina', 'John Pyper-Ferguson', 'Walter Marsh', 'Larry Reese', 'Blair Haynes', 'Frank C. Turner', 'Lochlyn Munro', 'Ben Cardinal', 'Michael Charrois', 'Michael Maurer', 'Larry Joshua', 'George Orrison', 'Greg Goossen']","['Warner Bros. Pictures', 'Malpaso Productions']",https://letterboxd.com//film/unforgiven/
A Beautiful Mind,2001,Ron Howard,"['Drama', 'Romance']",nan,3.81,135,['USA'],English,['English'],563330,62373,111303,"['Russell Crowe', 'Jennifer Connelly', 'Ed Harris', 'Paul Bettany', 'Christopher Plummer', 'Josh Lucas', 'Adam Goldberg', 'Anthony Rapp', 'Judd Hirsch', 'Jason Gray-Stanford', 'Austin Pendleton', 'Vivien Cardone', 'Jillie Simon', 'Victor Steinbach', 'Tanya Clarke', 'Thomas F. Walsh', 'Jesse Doran', 'Kent Cassella', 'Patrick Blindauer', 'John Blaylock', 'Roy Thinnes', 'Anthony Easton', 'Cheryl Howard', 'Josh Pais', 'David B. Allen', 'Michael Esper', 'Erik Van Wyck', 'Rance Howard', 'Jane Jenkins', 'Darius Stone', 'Valentina Cardinalli', 'Teagle F. Bougere', 'Amy Walz', 'Tracey Toomey', 'Jennifer Weedon', 'Yvonne Thomas', 'Holly Pitrago', 'Isadore Rosenfeld', 'Tom McNutt', 'Alex Toma', 'Bryce Dallas Howard']","['Universal Pictures', 'DreamWorks Pictures', 'Imagine Entertainment', 'Brian Grazer Productions']",https://letterboxd.com//film/a-beautiful-mind/
No Country for Old Men,2007,"Joel Coen, Ethan Coen","['Crime', 'Thriller', 'Drama']",5,4.33,122,['USA'],English,"['English', 'Spanish']",1332678,222304,480586,"['Josh Brolin', 'Javier Bardem', 'Tommy Lee Jones', 'Kelly Macdonald', 'Woody Harrelson', 'Garret Dillahunt', 'Tess Harper', 'Barry Corbin', 'Stephen Root', 'Rodger Boyce', 'Beth Grant', 'Ana Reeder', 'Kit Gwin', 'Zach Hopkins', 'Chip Love', 'Eduardo Antonio Garcia', 'Gene Jones', 'Myk Watford', 'Boots Southerland', 'Kathy Lamkin', 'Johnnie Hector', 'Margaret Bowman', 'Thomas Kopache', 'Jason Douglas', 'Doris Hargrave', 'Rutherford Cravens', 'Matthew Posey', 'George Adelo', 'Mathew Greer', 'Trent Moore', 'Marc Miles', 'Luce Rains', 'Philip Bentham', 'Eric Reeves', 'Josh Meyer', 'Chris Warner', 'Brandon Smith', 'Roland Uribe', 'Richard Jackson', 'Josh Blaylock', 'Caleb Landry Jones', 'Dorsey Ray', 'Angel H. Alvarado Jr.', 'David A. Gomez', 'Milton Hernandez', 'John Mancha', 'Scott Flick', 'Albert Fry Jr.', 'Angelo Martinez', 'James Rishe', 'Elizabeth Slagsvol']","['Miramax', 'Scott Rudin Productions', 'Mike Zoss Productions', 'Paramount Vantage']",https://letterboxd.com//film/no-country-for-old-men/
The Treasure of the Sierra Madre,1948,John Huston,"['Drama', 'Western', 'Adventure']",4.5,4.27,126,['USA'],English,['English'],87642,46219,25568,"['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett', 'Barton MacLane', 'Alfonso Bedoya', 'Arturo Soto Rangel', 'Manuel Dondé', 'José Torvay', 'Margarito Luna', 'Robert Blake', 'Guillermo Calles', 'Roberto Cañedo', 'Spencer Chan', 'Jacqueline Dalya', 'Ralph Dunn', 'Ernesto Escoto', 'Pat Flaherty', 'Martín Garralaga', 'Jack Holt', 'John Huston', 'Francisco Islas', 'Mario Mancilla', 'Julian Rivero', 'Ángela Rodríguez', 'Jay Silverheels', 'Ray Spiker', 'Valdespino', 'Ildefonso Vega', 'Harry J. Vejar', 'Ignacio Villalbazo', 'Clifton Young']",['Warner Bros. Pictures'],https://letterboxd.com//film/the-treasure-of-the-sierra-madre/
